gene_id	entrez_id	gene_name	gene_biotype	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction_at_padj0.05_lfc1	contrast	note
ENSGALG00000002257	102257	DUMMY02257	protein_coding	synthetic predicted protein-coding gene 02257	18.667	-0.5589	0.4379	-1.2762	1.517e-01	2.858e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002813	102813	DUMMY02813	protein_coding	synthetic predicted protein-coding gene 02813	1.667	0.9175	0.6205	1.4787	1.525e-01	2.870e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002426	102426	DUMMY02426	protein_coding	synthetic predicted protein-coding gene 02426	79.167	0.358	0.2713	1.3192	1.535e-01	2.888e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000183	100183	DUMMY00183	protein_coding	synthetic predicted protein-coding gene 00183	586.167	-0.3767	0.279	-1.3502	1.547e-01	2.905e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000054	100054	DUMMY00054	protein_coding	synthetic predicted protein-coding gene 00054	152.333	0.3734	0.2583	1.4455	1.548e-01	2.905e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000738	100738	DUMMY00738	protein_coding	synthetic predicted protein-coding gene 00738	9.5	-0.737	0.4619	-1.5956	1.548e-01	2.905e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002806	102806	DUMMY02806	protein_coding	synthetic predicted protein-coding gene 02806	1087.667	0.3141	0.1973	1.592	1.547e-01	2.905e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002891	102891	DUMMY02891	protein_coding	synthetic predicted protein-coding gene 02891	604.0	-0.2841	0.1924	-1.477	1.555e-01	2.916e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002755	102755	DUMMY02755	protein_coding	synthetic predicted protein-coding gene 02755	151.667	0.433	0.3289	1.3165	1.557e-01	2.918e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002187	102187	DUMMY02187	protein_coding	synthetic predicted protein-coding gene 02187	169.667	0.335	0.2574	1.3014	1.564e-01	2.928e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002682	102682	DUMMY02682	protein_coding	synthetic predicted protein-coding gene 02682	172.5	-0.4398	0.3132	-1.4041	1.566e-01	2.929e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001709	101709	DUMMY01709	protein_coding	synthetic predicted protein-coding gene 01709	38.333	0.3736	0.3306	1.13	1.565e-01	2.929e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001214	101214	DUMMY01214	protein_coding	synthetic predicted protein-coding gene 01214	94.0	-0.3787	0.2608	-1.4522	1.575e-01	2.944e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001621	101621	DUMMY01621	lncRNA	synthetic predicted protein-coding gene 01621	76.833	0.5992	0.3883	1.5434	1.580e-01	2.951e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000476	100476	DUMMY00476	protein_coding	synthetic predicted protein-coding gene 00476	440.333	0.289	0.204	1.4164	1.586e-01	2.960e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000009	100009	COL2A1	protein_coding	collagen type II alpha 1 chain	576.5	-0.2599	0.1856	-1.4002	1.590e-01	2.965e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001040	101040	DUMMY01040	protein_coding	synthetic predicted protein-coding gene 01040	245.667	0.3217	0.2075	1.5502	1.590e-01	2.965e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001994	101994	DUMMY01994	protein_coding	synthetic predicted protein-coding gene 01994	14.0	0.5368	0.4135	1.2982	1.594e-01	2.969e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000846	100846	DUMMY00846	protein_coding	synthetic predicted protein-coding gene 00846	65.167	0.3905	0.2786	1.4015	1.599e-01	2.977e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002976	102976	DUMMY02976	protein_coding	synthetic predicted protein-coding gene 02976	20.333	-0.561	0.3888	-1.4428	1.605e-01	2.988e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002963	102963	DUMMY02963	protein_coding	synthetic predicted protein-coding gene 02963	142.333	0.2905	0.2366	1.228	1.615e-01	3.004e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000638	100638	DUMMY00638	protein_coding	synthetic predicted protein-coding gene 00638	243.0	-0.2813	0.2215	-1.2698	1.622e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002605	102605	DUMMY02605	protein_coding	synthetic predicted protein-coding gene 02605	254.0	-0.3955	0.2834	-1.3957	1.619e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002033	102033	DUMMY02033	protein_coding	synthetic predicted protein-coding gene 02033	520.667	-0.287	0.2233	-1.2851	1.619e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000345	100345	DUMMY00345	protein_coding	synthetic predicted protein-coding gene 00345	21.667	0.5264	0.3892	1.3527	1.622e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002388	102388	DUMMY02388	protein_coding	synthetic predicted protein-coding gene 02388	70.333	0.4101	0.2717	1.5093	1.621e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001558	101558	DUMMY01558	protein_coding	synthetic predicted protein-coding gene 01558	51.667	0.4271	0.2889	1.4785	1.620e-01	3.005e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001554	101554	DUMMY01554	protein_coding	synthetic predicted protein-coding gene 01554	73.0	-0.3286	0.277	-1.1859	1.631e-01	3.021e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000344	100344	DUMMY00344	protein_coding	synthetic predicted protein-coding gene 00344	10.167	-0.5944	0.4246	-1.3997	1.633e-01	3.022e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000725	100725	DUMMY00725	protein_coding	synthetic predicted protein-coding gene 00725	15.5	0.5164	0.4061	1.2716	1.638e-01	3.029e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000639	100639	DUMMY00639	protein_coding	synthetic predicted protein-coding gene 00639	16.833	0.5907	0.4262	1.386	1.640e-01	3.031e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001620	101620	DUMMY01620	protein_coding	synthetic predicted protein-coding gene 01620	291.5	-0.2892	0.2117	-1.366	1.652e-01	3.052e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002659	102659	DUMMY02659	protein_coding	synthetic predicted protein-coding gene 02659	674.167	0.2681	0.1855	1.4452	1.661e-01	3.065e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002780	102780	DUMMY02780	protein_coding	synthetic predicted protein-coding gene 02780	127.0	-0.3947	0.2956	-1.3355	1.661e-01	3.065e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001198	101198	DUMMY01198	protein_coding	synthetic predicted protein-coding gene 01198	89.0	0.4551	0.2969	1.533	1.668e-01	3.076e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002924	102924	DUMMY02924	protein_coding	synthetic predicted protein-coding gene 02924	813.333	0.3527	0.2431	1.4512	1.681e-01	3.098e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000957	100957	DUMMY00957	protein_coding	synthetic predicted protein-coding gene 00957	7.5	-0.6732	0.5067	-1.3287	1.683e-01	3.099e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002028	102028	DUMMY02028	protein_coding	synthetic predicted protein-coding gene 02028	91.0	-0.402	0.2557	-1.5722	1.686e-01	3.102e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001149	101149	DUMMY01149	protein_coding	synthetic predicted protein-coding gene 01149	124.333	-0.3562	0.2992	-1.1907	1.687e-01	3.102e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000684	100684	DUMMY00684	protein_coding	synthetic predicted protein-coding gene 00684	84.333	0.3993	0.2634	1.5159	1.704e-01	3.132e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001125	101125	DUMMY01125	protein_coding	synthetic predicted protein-coding gene 01125	75.667	0.3939	0.2595	1.5178	1.717e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002533	102533	DUMMY02533	protein_coding	synthetic predicted protein-coding gene 02533	14.167	0.4967	0.4031	1.2321	1.720e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002018	102018	DUMMY02018	protein_coding	synthetic predicted protein-coding gene 02018	152.333	0.3478	0.2702	1.2874	1.721e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002931	102931	DUMMY02931	protein_coding	synthetic predicted protein-coding gene 02931	5.0	0.7137	0.5157	1.384	1.717e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001529	101529	DUMMY01529	protein_coding	synthetic predicted protein-coding gene 01529	73.833	0.3576	0.2761	1.2952	1.715e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002182	102182	DUMMY02182	protein_coding	synthetic predicted protein-coding gene 02182	307.667	0.3165	0.2354	1.3443	1.718e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000478	100478	DUMMY00478	protein_coding	synthetic predicted protein-coding gene 00478	67.0	0.4744	0.3207	1.4792	1.720e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002661	102661	DUMMY02661	lncRNA	synthetic predicted protein-coding gene 02661	158.5	-0.3189	0.2315	-1.3772	1.717e-01	3.148e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002683	102683	DUMMY02683	protein_coding	synthetic predicted protein-coding gene 02683	252.333	0.2632	0.2063	1.276	1.725e-01	3.154e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001724	101724	DUMMY01724	protein_coding	synthetic predicted protein-coding gene 01724	12.5	0.6391	0.4213	1.5169	1.730e-01	3.160e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000891	100891	DUMMY00891	protein_coding	synthetic predicted protein-coding gene 00891	59.333	-0.3554	0.295	-1.2048	1.730e-01	3.160e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002242	102242	DUMMY02242	protein_coding	synthetic predicted protein-coding gene 02242	680.167	0.3071	0.2173	1.4129	1.734e-01	3.162e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000439	100439	DUMMY00439	protein_coding	synthetic predicted protein-coding gene 00439	106.667	0.37	0.2728	1.3561	1.733e-01	3.162e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000708	100708	DUMMY00708	protein_coding	synthetic predicted protein-coding gene 00708	166.0	-0.3366	0.2565	-1.312	1.739e-01	3.169e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000702	100702	DUMMY00702	protein_coding	synthetic predicted protein-coding gene 00702	541.167	0.2573	0.189	1.3612	1.748e-01	3.184e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000342	100342	DUMMY00342	protein_coding	synthetic predicted protein-coding gene 00342	279.833	0.3152	0.2224	1.417	1.750e-01	3.186e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001815	101815	DUMMY01815	protein_coding	synthetic predicted protein-coding gene 01815	103.5	-0.3673	0.2767	-1.3273	1.753e-01	3.190e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000811	100811	DUMMY00811	protein_coding	synthetic predicted protein-coding gene 00811	205.667	0.2855	0.2455	1.163	1.761e-01	3.199e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002845	102845	DUMMY02845	protein_coding	synthetic predicted protein-coding gene 02845	161.333	0.3584	0.23	1.5583	1.760e-01	3.199e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000266	100266	DUMMY00266	protein_coding	synthetic predicted protein-coding gene 00266	383.833	0.285	0.2027	1.4058	1.759e-01	3.199e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002005	102005	DUMMY02005	protein_coding	synthetic predicted protein-coding gene 02005	259.333	-0.286	0.2218	-1.2894	1.765e-01	3.202e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000806	100806	DUMMY00806	protein_coding	synthetic predicted protein-coding gene 00806	77.0	0.387	0.2841	1.3622	1.766e-01	3.202e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002721	102721	DUMMY02721	lncRNA	synthetic predicted protein-coding gene 02721	271.667	0.3337	0.2243	1.4874	1.769e-01	3.207e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001749	101749	DUMMY01749	protein_coding	synthetic predicted protein-coding gene 01749	4.333	0.6057	0.5386	1.1246	1.775e-01	3.215e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000795	100795	DUMMY00795	protein_coding	synthetic predicted protein-coding gene 00795	75.5	0.3497	0.2741	1.2759	1.791e-01	3.239e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002531	102531	DUMMY02531	protein_coding	synthetic predicted protein-coding gene 02531	14.833	0.5394	0.3878	1.3909	1.791e-01	3.239e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001105	101105	DUMMY01105	protein_coding	synthetic predicted protein-coding gene 01105	41.5	0.38	0.3004	1.2653	1.789e-01	3.239e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001476	101476	DUMMY01476	protein_coding	synthetic predicted protein-coding gene 01476	637.667	-0.2675	0.2054	-1.3024	1.796e-01	3.245e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002828	102828	DUMMY02828	protein_coding	synthetic predicted protein-coding gene 02828	345.5	0.3055	0.2147	1.4231	1.797e-01	3.246e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000807	100807	DUMMY00807	protein_coding	synthetic predicted protein-coding gene 00807	105.667	0.3919	0.2626	1.4925	1.800e-01	3.249e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000815	100815	DUMMY00815	protein_coding	synthetic predicted protein-coding gene 00815	100.167	-0.3117	0.2601	-1.1987	1.805e-01	3.256e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000988	100988	DUMMY00988	protein_coding	synthetic predicted protein-coding gene 00988	7.167	-0.5719	0.4627	-1.2361	1.813e-01	3.268e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002815	102815	DUMMY02815	protein_coding	synthetic predicted protein-coding gene 02815	160.5	0.3937	0.2759	1.427	1.814e-01	3.268e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000451	100451	DUMMY00451	protein_coding	synthetic predicted protein-coding gene 00451	366.833	-0.4313	0.298	-1.4474	1.817e-01	3.272e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000710	100710	DUMMY00710	protein_coding	synthetic predicted protein-coding gene 00710	90.0	0.374	0.2727	1.3718	1.818e-01	3.272e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001039	101039	DUMMY01039	protein_coding	synthetic predicted protein-coding gene 01039	214.0	0.3106	0.257	1.2084	1.828e-01	3.287e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002604	102604	DUMMY02604	protein_coding	synthetic predicted protein-coding gene 02604	38.333	-0.4241	0.3215	-1.319	1.830e-01	3.290e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002278	102278	DUMMY02278	protein_coding	synthetic predicted protein-coding gene 02278	25.5	0.5045	0.3622	1.3928	1.847e-01	3.317e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000264	100264	DUMMY00264	protein_coding	synthetic predicted protein-coding gene 00264	336.5	0.2475	0.2247	1.1014	1.853e-01	3.327e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000232	100232	DUMMY00232	protein_coding	synthetic predicted protein-coding gene 00232	633.667	0.2417	0.1949	1.2401	1.855e-01	3.329e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001373	101373	DUMMY01373	protein_coding	synthetic predicted protein-coding gene 01373	50.5	0.4661	0.3113	1.4971	1.864e-01	3.340e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002169	102169	DUMMY02169	protein_coding	synthetic predicted protein-coding gene 02169	50.167	-0.4109	0.3305	-1.2432	1.863e-01	3.340e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002507	102507	DUMMY02507	protein_coding	synthetic predicted protein-coding gene 02507	276.5	0.3085	0.2474	1.2467	1.869e-01	3.348e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002220	102220	DUMMY02220	protein_coding	synthetic predicted protein-coding gene 02220	1117.333	-0.3223	0.2339	-1.3775	1.871e-01	3.350e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000097	100097	DUMMY00097	protein_coding	synthetic predicted protein-coding gene 00097	177.333	0.2549	0.2282	1.117	1.874e-01	3.351e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000258	100258	DUMMY00258	protein_coding	synthetic predicted protein-coding gene 00258	229.833	0.3081	0.2368	1.3012	1.874e-01	3.351e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000115	100115	DUMMY00115	protein_coding	synthetic predicted protein-coding gene 00115	312.5	0.279	0.2242	1.2443	1.880e-01	3.360e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001217	101217	DUMMY01217	protein_coding	synthetic predicted protein-coding gene 01217	70.167	0.3626	0.2653	1.3665	1.894e-01	3.382e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002043	102043	DUMMY02043	protein_coding	synthetic predicted protein-coding gene 02043	287.667	-0.2745	0.2034	-1.3493	1.895e-01	3.382e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002663	102663	DUMMY02663	protein_coding	synthetic predicted protein-coding gene 02663	4.0	0.6521	0.5272	1.2368	1.899e-01	3.386e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002670	102670	DUMMY02670	protein_coding	synthetic predicted protein-coding gene 02670	17.5	-0.458	0.3889	-1.1776	1.901e-01	3.388e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000420	100420	DUMMY00420	protein_coding	synthetic predicted protein-coding gene 00420	359.5	0.272	0.2031	1.3389	1.902e-01	3.388e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001242	101242	DUMMY01242	protein_coding	synthetic predicted protein-coding gene 01242	381.0	0.3138	0.2488	1.2617	1.908e-01	3.394e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001914	101914	DUMMY01914	protein_coding	synthetic predicted protein-coding gene 01914	308.0	0.2941	0.2357	1.2475	1.908e-01	3.394e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000190	100190	DUMMY00190	protein_coding	synthetic predicted protein-coding gene 00190	25.833	0.498	0.3942	1.2633	1.918e-01	3.408e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000462	100462	DUMMY00462	protein_coding	synthetic predicted protein-coding gene 00462	19.5	0.4607	0.3641	1.2655	1.919e-01	3.408e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000794	100794	DUMMY00794	protein_coding	synthetic predicted protein-coding gene 00794	96.167	-0.3449	0.2738	-1.2595	1.919e-01	3.408e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002949	102949	DUMMY02949	protein_coding	synthetic predicted protein-coding gene 02949	204.833	0.2607	0.2175	1.1986	1.928e-01	3.423e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002646	102646	DUMMY02646	protein_coding	synthetic predicted protein-coding gene 02646	68.333	0.3794	0.2708	1.401	1.939e-01	3.432e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002684	102684	DUMMY02684	protein_coding	synthetic predicted protein-coding gene 02684	181.833	0.3793	0.2508	1.5127	1.938e-01	3.432e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001092	101092	DUMMY01092	protein_coding	synthetic predicted protein-coding gene 01092	404.0	0.2599	0.2062	1.2603	1.939e-01	3.432e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000385	100385	DUMMY00385	protein_coding	synthetic predicted protein-coding gene 00385	81.833	0.4415	0.3268	1.3508	1.937e-01	3.432e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000177	100177	DUMMY00177	protein_coding	synthetic predicted protein-coding gene 00177	108.5	0.3413	0.2708	1.2602	1.939e-01	3.432e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000655	100655	DUMMY00655	protein_coding	synthetic predicted protein-coding gene 00655	7.167	0.5719	0.4548	1.2576	1.952e-01	3.452e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000847	100847	DUMMY00847	protein_coding	synthetic predicted protein-coding gene 00847	21.167	0.4248	0.3693	1.1502	1.955e-01	3.456e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000755	100755	DUMMY00755	protein_coding	synthetic predicted protein-coding gene 00755	321.0	0.3184	0.2171	1.4666	1.962e-01	3.466e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001067	101067	DUMMY01067	protein_coding	synthetic predicted protein-coding gene 01067	341.167	0.298	0.2302	1.2946	1.963e-01	3.466e-01	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
